,Education,Marital_Status,Income,Kids,Expenses,TotalAcceptedCmp,NumTotalPurchases,Customer_Age,Customer_For,Clusters
1696,Post Graduate,Relationship,42033.0,2,25,0,4,53,648,0
1697,Post Graduate,Relationship,86580.0,0,746,1,11,41,487,3
1698,Post Graduate,Single,41437.0,2,32,0,5,67,645,2
1699,Post Graduate,Single,73705.0,2,1695,0,25,73,116,4
1700,Post Graduate,Relationship,61064.0,1,1080,0,28,48,667,1
1701,Post Graduate,Relationship,38452.0,2,72,0,9,69,91,2
1702,Post Graduate,Single,18358.0,1,57,0,10,35,221,0
1703,Post Graduate,Relationship,55012.0,1,660,0,25,51,100,4
1704,Under Graduate,Relationship,9722.0,1,103,0,11,51,635,0
1705,Post Graduate,Relationship,38175.0,1,153,0,11,40,279,0
1706,Post Graduate,Relationship,58656.0,1,1220,1,32,68,647,1
1707,Post Graduate,Relationship,52117.0,1,279,0,13,59,682,1
1708,Post Graduate,Relationship,64813.0,1,745,0,20,46,178,4
1709,Post Graduate,Relationship,54222.0,1,264,0,12,51,120,2
1710,Post Graduate,Relationship,83512.0,0,2157,4,22,38,12,3
1711,Post Graduate,Relationship,77520.0,1,1526,3,23,65,305,3
1712,Post Graduate,Relationship,41154.0,1,69,0,6,46,446,0
1713,Post Graduate,Relationship,80398.0,0,1597,1,26,58,596,3
1714,Under Graduate,Single,18746.0,1,64,0,8,32,31,0
1715,Post Graduate,Relationship,35196.0,1,497,0,18,40,593,0
1716,Post Graduate,Single,60230.0,1,1067,0,17,68,405,1
1717,Post Graduate,Relationship,22108.0,2,31,0,7,47,52,2
1718,Post Graduate,Relationship,44392.0,2,211,0,14,50,297,2
1719,Post Graduate,Relationship,55424.0,1,877,1,25,48,581,1
1720,Post Graduate,Relationship,17688.0,1,11,0,4,45,532,0
1721,Post Graduate,Relationship,92491.0,0,2034,3,25,41,424,3
1722,Post Graduate,Single,90273.0,0,1991,3,19,33,197,3
1723,Post Graduate,Single,82571.0,0,1686,1,24,62,88,3
1724,Post Graduate,Single,38513.0,1,324,0,17,42,152,0
1725,Post Graduate,Single,16653.0,1,69,0,9,45,72,0
1726,Post Graduate,Relationship,42586.0,2,252,0,16,69,608,1
1727,Under Graduate,Single,23529.0,1,54,0,5,59,538,0
1728,Post Graduate,Relationship,74881.0,2,964,0,27,63,478,1
1729,Post Graduate,Relationship,71107.0,1,1327,0,28,73,497,1
1730,Post Graduate,Relationship,46910.0,2,68,0,7,60,98,2
1731,Post Graduate,Relationship,18690.0,0,60,0,5,65,548,0
1732,Post Graduate,Single,37244.0,2,55,1,5,69,428,2
1733,Post Graduate,Relationship,82427.0,0,1456,1,21,58,109,3
1734,Post Graduate,Single,75342.0,1,563,0,18,66,419,1
1735,Post Graduate,Single,70044.0,1,1504,0,26,70,496,1
1736,Post Graduate,Single,79146.0,2,564,0,19,57,66,4
1737,Post Graduate,Relationship,77437.0,0,1125,1,23,61,215,4
1738,Post Graduate,Relationship,54984.0,1,358,1,17,65,36,4
1739,Post Graduate,Relationship,42403.0,1,42,0,5,53,200,2
1740,Post Graduate,Relationship,55761.0,1,184,1,10,60,66,4
1741,Post Graduate,Relationship,37292.0,1,460,0,19,41,437,0
1742,Post Graduate,Single,45576.0,0,145,0,8,79,32,2
1743,Post Graduate,Relationship,70321.0,0,1376,0,25,77,529,1
1744,Post Graduate,Single,58086.0,1,792,0,23,55,525,1
1745,Post Graduate,Relationship,81795.0,0,1382,0,23,72,611,1
1746,Under Graduate,Relationship,28389.0,0,28,0,4,77,586,2
1747,Post Graduate,Relationship,66835.0,0,1033,0,24,78,274,4
1748,Post Graduate,Single,69901.0,1,882,0,23,55,396,1
1749,Post Graduate,Relationship,80360.0,0,2231,3,15,75,483,3
1750,Post Graduate,Relationship,63342.0,1,1101,1,19,63,621,1
1751,Post Graduate,Relationship,44989.0,1,369,0,16,50,655,1
1752,Post Graduate,Single,31859.0,1,48,0,5,44,122,0
1753,Post Graduate,Single,51569.0,1,467,1,19,75,502,1
1754,Post Graduate,Single,30372.0,2,44,0,8,53,551,0
1755,Under Graduate,Single,16014.0,2,38,0,10,45,469,0
1756,Post Graduate,Relationship,41120.0,2,81,0,9,56,235,2
1757,Post Graduate,Single,39763.0,1,167,0,10,53,329,0
1758,Post Graduate,Relationship,38725.0,2,45,0,7,69,50,2
1759,Post Graduate,Relationship,77981.0,1,664,0,21,52,399,1
1760,Post Graduate,Relationship,62905.0,1,622,0,20,60,292,4
1761,Post Graduate,Single,13533.0,1,48,0,7,45,476,0
1762,Post Graduate,Relationship,59481.0,1,461,0,16,49,249,4
1763,Post Graduate,Relationship,72117.0,1,1073,0,26,47,313,1
1764,Post Graduate,Relationship,21955.0,1,55,0,8,38,295,0
1765,Post Graduate,Relationship,67131.0,1,976,0,26,68,460,1
1766,Post Graduate,Single,36802.0,1,20,0,5,44,13,0
1767,Post Graduate,Relationship,71853.0,0,1149,0,17,42,417,3
1768,Under Graduate,Relationship,28249.0,0,43,0,6,63,14,2
1769,Post Graduate,Relationship,47808.0,1,224,1,10,49,252,0
1770,Post Graduate,Single,25509.0,1,101,0,9,50,649,0
1771,Post Graduate,Relationship,51012.0,0,209,0,10,78,437,2
1772,Post Graduate,Single,70596.0,0,968,0,21,39,632,1
1773,Post Graduate,Relationship,85431.0,0,1165,0,17,72,386,4
1774,Post Graduate,Relationship,42664.0,1,24,0,5,57,103,2
1775,Post Graduate,Relationship,42586.0,2,252,0,16,69,608,1
1776,Post Graduate,Single,29760.0,1,165,0,12,39,669,0
1777,Post Graduate,Relationship,28973.0,0,269,0,13,47,624,0
1778,Post Graduate,Relationship,39435.0,1,102,0,7,51,327,0
1779,Post Graduate,Relationship,65370.0,0,461,0,19,40,332,4
1780,Under Graduate,Single,20194.0,1,47,0,7,45,559,0
1781,Post Graduate,Single,42473.0,2,144,0,10,48,132,2
1782,Post Graduate,Relationship,64590.0,0,1338,0,24,56,623,1
1783,Post Graduate,Relationship,71232.0,1,917,0,25,65,213,4
1784,Post Graduate,Relationship,34600.0,2,318,0,17,53,544,2
1785,Post Graduate,Single,46904.0,2,253,0,14,57,603,2
1786,Post Graduate,Relationship,49094.0,1,502,0,20,51,646,1
1787,Post Graduate,Relationship,36075.0,1,119,0,7,41,202,0
1788,Post Graduate,Relationship,60839.0,2,1250,0,29,45,670,1
1789,Post Graduate,Relationship,77298.0,1,969,0,24,45,239,4
1790,Post Graduate,Relationship,34026.0,2,76,0,9,74,328,2
1791,Post Graduate,Single,48918.0,2,62,0,7,61,78,2
1792,Post Graduate,Relationship,82122.0,0,1382,1,26,62,318,3
1793,Post Graduate,Single,37697.0,1,84,0,7,48,142,0
1794,Post Graduate,Relationship,34074.0,2,255,1,14,72,351,2
1795,Post Graduate,Relationship,28520.0,2,43,0,5,64,380,2
1796,Post Graduate,Single,62535.0,1,398,0,14,69,269,2
1797,Post Graduate,Single,36273.0,1,76,0,8,47,74,0
1798,Post Graduate,Relationship,63404.0,2,902,1,15,60,23,4
1799,Post Graduate,Relationship,75774.0,1,823,0,21,43,58,4
1800,Post Graduate,Relationship,78416.0,1,1179,0,26,48,2,4
1801,Post Graduate,Relationship,75702.0,1,1921,1,29,50,623,3
1802,Post Graduate,Relationship,59385.0,2,185,0,10,73,427,2
1803,Post Graduate,Single,37070.0,2,433,0,23,58,466,1
1804,Post Graduate,Relationship,44689.0,2,34,1,6,73,170,2
1805,Post Graduate,Relationship,53977.0,1,907,0,27,66,386,1
1806,Post Graduate,Single,7144.0,2,416,0,25,58,204,2
1807,Post Graduate,Single,18701.0,2,44,0,10,60,390,2
1808,Post Graduate,Relationship,90369.0,0,1588,0,17,68,62,4
1809,Post Graduate,Single,63159.0,0,1797,1,17,50,601,3
1810,Post Graduate,Relationship,37758.0,2,40,0,6,58,633,2
1811,Post Graduate,Single,46757.0,1,1143,0,21,61,590,1
1812,Post Graduate,Relationship,79734.0,0,914,1,14,55,1,4
1813,Post Graduate,Relationship,63207.0,0,1502,1,12,32,525,3
1814,Post Graduate,Single,72071.0,1,1338,0,20,70,500,1
1815,Post Graduate,Relationship,21840.0,1,27,0,5,41,343,0
1816,Post Graduate,Relationship,58582.0,1,763,1,22,42,274,4
1817,Post Graduate,Single,72282.0,0,1331,0,22,73,345,4
1818,Post Graduate,Relationship,50387.0,2,525,0,19,68,302,2
1819,Post Graduate,Relationship,32583.0,2,9,0,4,63,14,2
1820,Post Graduate,Relationship,62568.0,1,953,1,16,62,83,4
1821,Post Graduate,Single,44635.0,2,68,0,7,53,261,2
1822,Post Graduate,Single,33316.0,2,131,0,10,53,268,2
1823,Post Graduate,Relationship,63967.0,1,882,0,23,56,324,1
1824,Post Graduate,Relationship,52513.0,0,1149,0,25,46,663,1
1825,Post Graduate,Relationship,25293.0,1,37,0,5,55,287,0
1826,Post Graduate,Single,54111.0,1,388,0,15,59,308,2
1827,Post Graduate,Relationship,78394.0,0,1428,0,16,38,499,3
1828,Post Graduate,Relationship,80739.0,0,1633,0,24,66,402,3
1829,Post Graduate,Relationship,22669.0,1,173,0,10,49,403,0
1830,Post Graduate,Single,29236.0,1,99,0,9,37,264,0
1831,Post Graduate,Relationship,44911.0,1,215,0,12,65,471,2
1832,Post Graduate,Relationship,54693.0,1,929,0,31,62,497,1
1833,Post Graduate,Relationship,48186.0,1,219,0,12,50,101,2
1834,Post Graduate,Relationship,54809.0,2,174,0,12,47,291,2
1835,Post Graduate,Relationship,41580.0,2,92,0,9,46,566,0
1836,Post Graduate,Relationship,80336.0,0,1052,0,25,54,293,3
1837,Post Graduate,Relationship,47743.0,1,275,1,14,67,464,1
1838,Post Graduate,Relationship,62972.0,1,587,0,16,69,695,1
1839,Post Graduate,Single,57333.0,1,1662,0,33,70,645,1
1840,Post Graduate,Relationship,32313.0,1,159,0,11,42,503,0
1841,Post Graduate,Single,84953.0,0,1024,3,18,71,391,3
1842,Post Graduate,Single,27071.0,1,35,0,7,56,67,2
1843,Post Graduate,Relationship,68148.0,0,1042,0,15,67,302,4
1844,Post Graduate,Relationship,65735.0,2,395,0,19,59,204,2
1845,Post Graduate,Relationship,86836.0,0,557,3,23,49,655,3
1846,Post Graduate,Relationship,4023.0,2,9,0,15,61,6,2
1847,Post Graduate,Relationship,30093.0,0,69,0,6,34,356,0
1848,Post Graduate,Relationship,57705.0,1,486,0,18,58,169,4
1849,Post Graduate,Single,25008.0,1,34,0,6,36,147,0
1850,Post Graduate,Single,83257.0,0,1365,2,28,29,649,3
1851,Post Graduate,Relationship,22280.0,1,13,0,4,49,406,0
1852,Post Graduate,Relationship,72159.0,0,1401,0,21,46,608,3
1853,Post Graduate,Relationship,64260.0,0,1574,0,14,63,534,1
1854,Post Graduate,Single,82733.0,0,1323,0,20,40,292,3
1855,Post Graduate,Single,74290.0,1,1217,2,32,53,321,3
1856,Post Graduate,Single,58217.0,3,103,0,7,73,589,2
1857,Post Graduate,Relationship,21024.0,0,84,0,7,48,360,0
1858,Post Graduate,Relationship,70116.0,0,1536,0,23,52,519,3
1859,Post Graduate,Relationship,54006.0,1,581,0,18,39,649,1
1860,Post Graduate,Relationship,69063.0,1,928,0,14,58,599,1
1861,Post Graduate,Single,11448.0,0,14,0,4,49,196,0
1862,Post Graduate,Single,61825.0,1,424,0,15,45,326,0
1863,Post Graduate,Relationship,70886.0,1,960,0,14,53,258,4
1864,Post Graduate,Relationship,69109.0,0,1555,1,20,42,597,3
1865,Post Graduate,Single,60208.0,2,656,1,29,51,630,1
1866,Post Graduate,Relationship,32889.0,2,55,0,9,56,296,2
1867,Post Graduate,Single,34738.0,1,20,0,5,40,49,0
1868,Post Graduate,Relationship,30538.0,1,367,0,17,53,636,1
1869,Post Graduate,Relationship,82326.0,0,2257,3,22,47,111,3
1870,Post Graduate,Single,26642.0,1,42,0,7,57,120,2
1871,Post Graduate,Single,69932.0,1,1049,0,26,60,382,1
1872,Post Graduate,Single,44503.0,2,48,0,7,52,74,2
1873,Post Graduate,Single,60200.0,1,685,0,25,76,543,1
1874,Post Graduate,Single,49638.0,1,39,0,5,72,71,2
1875,Post Graduate,Single,23830.0,0,43,0,5,37,142,0
1876,Post Graduate,Single,33051.0,0,835,0,21,65,682,1
1877,Post Graduate,Relationship,72905.0,0,1515,1,20,66,159,4
1878,Post Graduate,Relationship,69702.0,1,1039,0,26,73,495,1
1879,Post Graduate,Single,70300.0,1,1596,0,26,49,349,1
1880,Post Graduate,Relationship,70643.0,0,1828,0,18,40,622,3
1881,Post Graduate,Relationship,30396.0,1,34,1,6,55,60,2
1882,Post Graduate,Single,50616.0,1,149,0,10,56,72,2
1883,Post Graduate,Single,62772.0,1,946,1,23,55,406,4
1884,Post Graduate,Single,30298.0,0,28,0,6,39,41,0
1885,Post Graduate,Single,52413.0,1,450,0,17,40,603,0
1886,Post Graduate,Relationship,44155.0,2,46,0,5,67,161,2
1887,Post Graduate,Single,86979.0,0,1702,1,16,53,234,3
1888,Post Graduate,Relationship,76532.0,2,820,0,25,49,293,1
1889,Post Graduate,Relationship,42081.0,1,382,1,15,42,488,0
1890,Post Graduate,Relationship,67546.0,0,2126,0,20,36,667,3
1891,Post Graduate,Relationship,88420.0,0,2069,3,20,35,58,3
1892,Post Graduate,Relationship,31158.0,1,72,0,7,39,518,0
1893,Post Graduate,Single,61671.0,1,732,2,28,56,26,4
1894,Post Graduate,Single,69719.0,0,801,0,11,50,34,4
1895,Post Graduate,Single,49160.0,1,236,0,12,75,252,2
1896,Under Graduate,Relationship,24882.0,1,80,1,5,46,658,0
1897,Post Graduate,Single,90933.0,0,1685,1,15,70,90,4
1898,Post Graduate,Single,113734.0,0,277,0,27,79,32,4
1899,Post Graduate,Relationship,59292.0,1,507,0,18,74,381,1
1900,Post Graduate,Relationship,45759.0,2,68,0,7,60,491,2
1901,Post Graduate,Single,22148.0,0,49,0,5,41,77,0
1902,Post Graduate,Relationship,73395.0,0,397,0,15,37,103,4
1903,Post Graduate,Single,29819.0,1,39,0,9,53,248,0
1904,Post Graduate,Relationship,45688.0,1,306,1,14,56,155,4
1905,Post Graduate,Relationship,62820.0,0,976,0,14,70,414,1
1906,Post Graduate,Relationship,60491.0,1,1028,0,28,53,296,1
1907,Post Graduate,Relationship,33235.0,1,70,0,7,38,144,0
1908,Post Graduate,Relationship,35701.0,0,46,0,5,65,467,0
1909,Post Graduate,Relationship,31535.0,1,51,1,5,44,276,0
1910,Post Graduate,Relationship,92556.0,0,1263,0,21,64,70,4
1911,Post Graduate,Single,67384.0,1,1490,1,22,54,596,1
1912,Post Graduate,Relationship,80573.0,0,1564,0,24,53,623,3
1913,Post Graduate,Relationship,77870.0,1,1815,2,18,57,676,3
1914,Post Graduate,Single,52278.0,1,1198,0,31,61,520,1
1915,Post Graduate,Single,57107.0,1,416,2,23,56,674,1
1916,Post Graduate,Relationship,18929.0,0,85,0,6,34,498,0
1917,Post Graduate,Single,36038.0,1,47,0,8,43,394,0
1918,Post Graduate,Single,20180.0,0,137,0,8,48,494,0
1919,Post Graduate,Relationship,34230.0,2,21,0,4,59,550,2
1920,Post Graduate,Single,31878.0,1,70,0,6,47,7,0
1921,Post Graduate,Relationship,70932.0,1,909,0,22,52,161,4
1922,Post Graduate,Single,91249.0,0,1676,4,22,68,617,3
1923,Post Graduate,Single,77598.0,0,1735,1,26,81,271,4
1924,Post Graduate,Single,80982.0,2,1191,0,30,65,537,1
1925,Post Graduate,Relationship,22701.0,1,24,0,5,47,297,0
1926,Post Graduate,Relationship,55212.0,1,1182,2,20,55,583,3
1927,Post Graduate,Relationship,70617.0,0,1280,0,14,54,371,4
1928,Post Graduate,Single,64849.0,0,1336,0,19,67,593,1
1929,Post Graduate,Relationship,62694.0,2,749,0,24,59,377,1
1930,Post Graduate,Relationship,61917.0,2,91,0,7,50,221,2
1931,Post Graduate,Relationship,67472.0,1,414,0,15,77,274,4
1932,Post Graduate,Relationship,21059.0,1,44,0,9,42,173,0
1933,Post Graduate,Relationship,29543.0,2,63,0,8,56,89,2
1934,Post Graduate,Relationship,75903.0,1,901,0,23,73,447,1
1935,Post Graduate,Relationship,34984.0,2,38,0,6,49,661,0
1936,Post Graduate,Single,54998.0,1,455,0,20,68,476,1
1937,Post Graduate,Single,54356.0,1,775,0,24,75,587,1
1938,Post Graduate,Relationship,34242.0,1,15,0,4,65,98,2
1939,Post Graduate,Relationship,25410.0,1,38,0,6,51,302,0
1940,Post Graduate,Relationship,73356.0,0,1512,3,22,40,143,3
1941,Post Graduate,Relationship,28320.0,1,43,0,5,74,531,2
1942,Post Graduate,Single,23763.0,1,42,0,5,47,691,0
1943,Post Graduate,Relationship,72570.0,0,1089,0,23,40,65,3
1944,Post Graduate,Relationship,34529.0,1,162,0,9,48,653,0
1945,Post Graduate,Single,70792.0,0,1272,0,19,73,508,1
1946,Post Graduate,Relationship,63211.0,0,1173,0,20,42,604,1
1947,Post Graduate,Relationship,83891.0,1,816,0,22,50,9,4
1948,Post Graduate,Single,36065.0,2,74,0,9,56,455,2
1949,Post Graduate,Relationship,39898.0,1,134,0,9,70,502,2
1950,Post Graduate,Single,51141.0,0,157,0,9,84,356,2
1951,Post Graduate,Relationship,56939.0,1,561,0,18,48,284,4
1952,Post Graduate,Single,80872.0,0,1336,0,19,73,48,4
1953,Post Graduate,Relationship,72335.0,0,2092,0,23,48,685,3
1954,Post Graduate,Single,61798.0,0,463,0,16,60,218,4
1955,Post Graduate,Single,76842.0,0,1130,0,17,74,57,4
1956,Post Graduate,Relationship,29478.0,1,20,0,5,48,163,0
1957,Post Graduate,Single,46998.0,1,377,1,18,68,615,1
1958,Post Graduate,Single,96843.0,0,1544,1,28,34,432,3
1959,Post Graduate,Single,56551.0,2,138,0,10,74,53,2
1960,Post Graduate,Relationship,70053.0,1,1012,0,26,59,361,1
1961,Post Graduate,Single,71670.0,0,1766,3,15,62,355,3
1962,Post Graduate,Relationship,44359.0,2,45,0,9,46,12,2
1963,Post Graduate,Single,40887.0,2,161,0,10,72,419,2
1964,Post Graduate,Single,48877.0,1,144,0,8,58,175,2
1965,Post Graduate,Relationship,74485.0,0,1734,0,26,77,309,4
1966,Post Graduate,Relationship,64474.0,1,823,0,22,52,250,4
1967,Post Graduate,Relationship,77226.0,1,1138,0,28,61,121,4
1968,Post Graduate,Single,72643.0,0,1429,1,21,75,487,3
1969,Post Graduate,Relationship,85738.0,0,1371,2,21,46,157,3
1970,Post Graduate,Single,55686.0,1,982,1,16,58,500,1
1971,Post Graduate,Single,39062.0,1,44,1,5,41,96,0
1972,Post Graduate,Relationship,34600.0,2,318,0,17,53,544,2
1973,Post Graduate,Relationship,40794.0,1,434,0,16,49,448,0
1974,Post Graduate,Relationship,54690.0,2,198,0,12,53,234,2
1975,Post Graduate,Relationship,4428.0,1,359,0,25,55,267,2
1976,Post Graduate,Relationship,32632.0,0,576,0,18,61,696,1
1977,Post Graduate,Single,38236.0,2,88,0,11,56,282,2
1978,Post Graduate,Relationship,36781.0,1,63,0,6,45,80,0
1979,Post Graduate,Single,31385.0,1,27,1,4,40,571,0
1980,Post Graduate,Relationship,24570.0,1,193,0,11,40,487,0
1981,Post Graduate,Single,25509.0,1,101,0,9,50,649,0
1982,Post Graduate,Relationship,94642.0,0,2211,2,21,73,137,3
1983,Post Graduate,Relationship,58646.0,1,140,0,8,62,384,2
1984,Post Graduate,Single,53201.0,2,415,0,22,49,502,1
1985,Post Graduate,Relationship,21994.0,1,22,0,4,67,552,2
1986,Post Graduate,Relationship,57113.0,2,263,0,16,46,508,0
1987,Post Graduate,Relationship,51373.0,0,393,0,12,33,372,0
1988,Post Graduate,Relationship,23477.0,1,147,0,10,38,251,0
1989,Post Graduate,Relationship,58116.0,1,443,0,16,68,77,4
1990,Post Graduate,Single,72968.0,0,1958,1,19,61,195,3
1991,Post Graduate,Relationship,39791.0,1,174,0,10,53,458,0
1992,Post Graduate,Single,91712.0,0,2217,1,27,77,255,3
1993,Post Graduate,Single,94472.0,1,1691,2,16,66,87,4
1994,Post Graduate,Relationship,13672.0,2,25,0,6,64,438,2
1995,Post Graduate,Relationship,96547.0,0,809,3,21,44,37,3
1996,Post Graduate,Relationship,79205.0,0,895,1,16,49,669,3
1997,Post Graduate,Relationship,56559.0,1,484,0,18,49,551,1
1998,Post Graduate,Relationship,32644.0,1,413,1,18,51,529,1
1999,Post Graduate,Single,67506.0,1,331,0,12,44,178,0
2000,Post Graduate,Single,24206.0,1,25,0,5,54,478,0
2001,Post Graduate,Single,28420.0,1,13,0,4,57,187,2
2002,Post Graduate,Relationship,22979.0,1,115,0,10,54,661,0
2003,Post Graduate,Single,33279.0,0,16,0,4,58,17,2
2004,Post Graduate,Single,46423.0,2,92,0,9,52,284,2
2005,Post Graduate,Relationship,30368.0,1,52,0,7,47,234,0
2006,Post Graduate,Relationship,63684.0,1,1464,0,23,54,580,1
2007,Post Graduate,Single,41638.0,1,441,1,17,60,501,1
2008,Post Graduate,Single,68805.0,1,283,0,12,65,285,2
2009,Post Graduate,Relationship,65814.0,1,747,0,23,58,119,4
2010,Post Graduate,Single,71964.0,0,1870,0,17,66,405,4
2011,Post Graduate,Single,39146.0,1,165,0,11,38,500,0
2012,Post Graduate,Relationship,96876.0,0,1941,3,24,47,327,3
2013,Under Graduate,Relationship,34445.0,0,839,0,27,43,518,1
2014,Post Graduate,Single,68281.0,0,1655,0,25,66,691,1
2015,Post Graduate,Relationship,37284.0,2,23,0,4,49,457,0
2016,Post Graduate,Relationship,36790.0,0,66,0,6,41,485,0
2017,Post Graduate,Relationship,27943.0,2,37,0,8,57,440,2
2018,Post Graduate,Single,22263.0,2,21,0,6,73,91,2
2019,Post Graduate,Relationship,30261.0,3,22,0,4,52,642,2
2020,Post Graduate,Relationship,28587.0,1,78,0,9,46,137,0
2021,Post Graduate,Relationship,43815.0,1,79,0,6,42,450,0
2022,Post Graduate,Relationship,48195.0,2,265,0,17,68,159,2
2023,Post Graduate,Relationship,77027.0,1,1175,0,19,72,144,4
2024,Post Graduate,Relationship,71322.0,1,1305,0,28,59,498,1
2025,Post Graduate,Relationship,32765.0,1,46,0,8,45,126,0
2026,Post Graduate,Relationship,29672.0,2,25,0,4,59,474,2
2027,Post Graduate,Single,23272.0,0,46,0,5,71,255,2
2028,Post Graduate,Relationship,49912.0,1,874,1,26,75,660,1
2029,Post Graduate,Relationship,7500.0,1,100,0,10,39,697,0
2030,Post Graduate,Single,68117.0,1,930,1,25,77,476,1
2031,Post Graduate,Relationship,67225.0,1,868,0,23,69,215,4
2032,Post Graduate,Relationship,17649.0,1,45,0,9,48,229,0
2033,Post Graduate,Relationship,55914.0,1,1260,0,29,49,426,1
2034,Post Graduate,Relationship,40059.0,1,414,1,12,40,274,0
2035,Post Graduate,Relationship,60905.0,1,392,0,15,74,206,4
2036,Post Graduate,Relationship,75330.0,2,1109,0,29,47,633,1
2037,Post Graduate,Single,60689.0,1,639,0,22,73,393,1
2038,Post Graduate,Relationship,38680.0,1,79,0,6,40,458,0
2039,Post Graduate,Relationship,61416.0,0,1665,1,24,42,506,3
2040,Post Graduate,Single,49767.0,0,692,0,18,33,423,0
2041,Post Graduate,Single,83273.0,3,1392,0,29,54,642,1
2042,Post Graduate,Relationship,29009.0,1,44,0,7,43,212,0
2043,Post Graduate,Relationship,45057.0,1,50,0,6,45,210,0
2044,Post Graduate,Relationship,37150.0,1,467,0,21,53,656,1
2045,Post Graduate,Single,43020.0,1,223,0,12,54,211,2
2046,Post Graduate,Relationship,53154.0,1,158,0,9,65,20,2
2047,Post Graduate,Relationship,65308.0,0,1211,2,28,51,291,3
2048,Post Graduate,Single,76467.0,1,1575,0,14,54,681,1
2049,Post Graduate,Relationship,81044.0,0,1208,0,22,77,184,4
2050,Post Graduate,Relationship,32871.0,2,43,0,5,73,477,2
2051,Post Graduate,Single,55801.0,2,527,1,21,49,280,4
2052,Post Graduate,Single,76320.0,1,932,0,15,65,7,4
2053,Post Graduate,Single,36927.0,2,71,0,8,69,27,2
2054,Post Graduate,Relationship,48794.0,2,54,0,5,71,3,2
2055,Post Graduate,Single,23478.0,0,129,0,7,59,467,0
2056,Post Graduate,Single,71128.0,1,1615,0,27,51,631,1
2057,Post Graduate,Single,70179.0,1,1034,0,26,48,343,1
2058,Post Graduate,Relationship,59462.0,1,1088,0,25,74,540,1
2059,Post Graduate,Relationship,51381.5,2,721,0,25,55,407,1
2060,Post Graduate,Relationship,38361.0,1,137,0,10,55,184,2
2061,Post Graduate,Single,51381.5,1,47,0,8,43,394,0
2062,Post Graduate,Relationship,70038.0,0,1244,0,17,42,247,3
2063,Post Graduate,Relationship,42554.0,2,41,0,7,46,533,0
2064,Post Graduate,Relationship,67445.0,1,1174,0,32,50,686,1
2065,Post Graduate,Single,67046.0,1,993,0,15,73,539,1
2066,Post Graduate,Relationship,42192.0,0,100,0,7,76,296,2
2067,Post Graduate,Relationship,77610.0,1,1680,0,17,72,608,1
2068,Post Graduate,Relationship,31761.0,1,98,0,9,40,85,0
2069,Post Graduate,Relationship,34350.0,1,48,0,5,45,253,0
2070,Post Graduate,Relationship,54591.0,1,519,0,19,75,328,1
2071,Post Graduate,Relationship,71866.0,1,715,0,20,68,186,4
2072,Post Graduate,Relationship,25293.0,1,37,0,5,55,287,0
2073,Post Graduate,Single,42000.0,0,653,0,20,37,535,0
2074,Post Graduate,Relationship,69520.0,0,1455,0,21,41,357,3
2075,Post Graduate,Single,64713.0,1,602,0,19,54,142,4
2076,Post Graduate,Relationship,27889.0,1,26,0,5,47,359,0
2077,Under Graduate,Single,22123.0,0,102,0,7,64,94,2
2078,Post Graduate,Relationship,51381.5,2,97,0,10,53,483,2
2079,Post Graduate,Relationship,51381.5,1,207,0,11,70,371,2
2080,Post Graduate,Relationship,27803.0,1,176,0,9,51,672,0
2081,Post Graduate,Single,51381.5,1,450,0,15,69,254,2
2082,Post Graduate,Relationship,51651.0,1,433,0,17,64,599,1
2083,Post Graduate,Relationship,68487.0,0,1366,0,30,36,532,3
2084,Post Graduate,Single,51381.5,0,1564,1,22,81,242,4
2085,Post Graduate,Relationship,56796.0,1,1001,0,27,55,498,1
2086,Post Graduate,Relationship,87000.0,0,961,0,18,32,561,3
2087,Post Graduate,Relationship,79823.0,1,1518,1,23,65,90,4
2088,Post Graduate,Single,30828.0,1,56,0,8,44,268,0
2089,Post Graduate,Relationship,34109.0,1,22,0,4,53,235,0
2090,Post Graduate,Single,53367.0,2,400,0,21,50,302,2
2091,Under Graduate,Relationship,22390.0,0,26,0,4,55,251,0
2092,Post Graduate,Relationship,71322.0,1,350,0,13,48,58,4
2093,Post Graduate,Single,79244.0,0,1216,2,22,31,557,3
2094,Post Graduate,Relationship,49912.0,1,874,1,26,75,660,1
2095,Post Graduate,Relationship,48699.0,2,40,0,5,74,404,2
2096,Post Graduate,Relationship,80144.0,0,1367,0,19,49,272,3
2097,Post Graduate,Single,54252.0,2,264,0,15,68,397,2
2098,Post Graduate,Relationship,81929.0,1,2053,2,20,48,638,3
2099,Post Graduate,Relationship,76068.0,1,1376,2,10,49,577,3
2100,Post Graduate,Relationship,53204.0,2,45,0,5,48,101,2
2101,Post Graduate,Relationship,67911.0,1,976,0,27,75,38,4
2102,Post Graduate,Relationship,14796.0,1,51,0,6,40,650,0
2103,Post Graduate,Relationship,78128.0,1,1264,2,20,50,130,3
2104,Under Graduate,Relationship,14188.0,0,75,0,7,52,486,0
2105,Under Graduate,Relationship,20425.0,1,57,0,7,38,608,0
2106,Post Graduate,Relationship,58646.0,1,140,0,8,62,384,2
2107,Post Graduate,Single,72967.0,1,497,1,19,54,561,1
2108,Post Graduate,Relationship,48150.0,1,266,0,13,75,386,2
2109,Post Graduate,Single,82332.0,0,2006,1,21,63,650,3
2110,Post Graduate,Single,58275.0,2,615,0,23,69,392,1
